Ecotype,Fresh weight,ChlA,ChlB,Protein content,NO3-,Amino acid,Glc,Fru,G6P,Suc,starch,Fum,Mal,FK,GK,nINV,aINV,G6PDH,FBP,FUMARASE,iRub,mRub,SPS,UGP,PGM,cPGI,tPGI,pPGI,AGP,NRVs,NRVm
8271,0.046,1.222,0.339,13.691,103.458,41.043,3.143,2.419,361.846,2.752,58.082,4.485,11.343,209.8,303.085,272.4,958.615,576.175,227.57,6394.755,4360.1,4488.815,67.54,5912.76,8606.485,844.635,1267.145,422.51,1476.755,307.88,547.785
6098,0.066,1.285,0.328,11.106,128.014,29.078,3.071,3.052,252.594,1.856,59.366,10.902,5.766,85.51,121.25,191.42,434.96,420.69,572.54,2252.15,3632.78,4233.67,192.4316284,8100.31,6953.79,846.12,1193.75,347.63,1279.43,243.5,467.75
6940,0.075,1.268,0.303,13.428,124.918,37.313,2.777,2.988,310.192,3.118,70.744,6.121,7.372,180.335,143.575,189.6,734.04,1401.735,84.75,3505.54,4253.64,4680.56,98.79,10268.58,10277.63,961.195,1297.995,336.8,1646.615,309.125,458.01
7354,0.081,1.024,0.27,12.571,93.786,22.713,2.834,1.878,325.267,1.221,40.256,4.811,11.162,135.56,196.49,132.09,694.19,438.34,156.54,5338.47,3705.555,4403.835,240.21,7211.695,7934.085,709.66,1101.475,391.815,1310.5,306.84,537.09
8297,0.088,1.129,0.292,12.714,132.414,30.228,4.035,1.098,279.396,1.965,61.664,10.599,9.818,231.13,359.13,192.47,657.745,524.51,227.62,3809.02,4336.16,6382.26,192.4316284,9095.82,9738.975,685.595,1145.095,459.5,1654.63,279.405,539.935
4997,0.088,1.459,0.35,15.947,161.868,34.072,3.544,2.073,277.84,3.044,102.516,14.895,9.868,135.25,386.42,60.23,626.34,551.26,187.26,1442.09,5242.29,5340.19,84.38,7519.68,8697.1,733.84,1107.3,373.46,1267.48,307.36,514.35
7506,0.097,1.332,0.374,13.303,109.874,40.864,4.144,2.943,257.984,1.513,53.107,4.188,15.061,307.71,412.965,144.66,768.52,1065.895,242.545,2525.88,2480.795,3209.715,156.45,5920.525,4827.385,528.11,814.945,286.835,1253.255,172.19,297.89
6913,0.098,1.244,0.297,16.29,96.478,41.135,2.177,2.129,303.646,1.757,55.938,4.586,11.064,324.99,377.07,221.4,895.76,629.25,206.2,3557.16,4561.005,5798.685,89.85,8310.14,8989.61,923.535,1286.78,363.245,1621.585,271.305,531.225
5742,0.1,1.314,0.296,13.798,142.939,27.402,4.269,2.735,258.349,2.154,38.193,9.727,5.093,202.445,283.71,183.525,752.715,1318.095,134.71,4495.975,4545.285,4243.485,163.95,7678.71,9175.685,830.03,1339.83,509.8,1385.325,287.78,480.97
6085,0.101,1.443,0.305,15.055,110.993,32.859,8.317,2.652,131.357,1.288,129.456,16.944,14.129,334.07,245.65,190.29,591.33,586.53,152.06,1825.37,3955.429877,3187.11,192.4316284,8417.04,1525.95,560.35,726,165.65,1323.66,206.59,268.58
6944,0.103,1.244,0.331,14.564,112.798,31.421,4.771,4.527,307.199,2.371,51.181,5.588,12.764,465.21,724.49,277.545,1005.13,1000.03,90.055,5031.385,4503.185,4804.79,279.29,8221.7,9490.555,901.085,1311.11,410.025,1495.31,346.435,584.23
1867,0.111,1.193,0.256,11.939,122.284,29.71,2.023,2.913,265.651,1.23,77.132,9.865,8.558,223.74,210.02,139.26,679.7986801,675.96,201.84,4859.52,5223.63,5681.77,192.4316284,6116.85,9097.8,835.88,1273.36,437.48,1440.55,285.97,544.21
8241,0.115,1.513,0.308,15.046,127.545,36.937,4.766,2.543,320.905,3.482,74.006,11.657,11.304,239.525,130.58,195.375,532.17,414,214.195,6274.275,5012.865,5272.505,197.13,10846.63,10746.405,1183.785,1609.32,425.535,1711.8,363.835,629.7
6188,0.117,1.453,0.345,12.187,117.803,37.562,4.557,5.702,380.441,2.529,59.651,10.341,13.632,77.885,231.855,201.01,515.2,651.965,118.97,4195.995,4870.18,5007.52,242.57,6717.72,10231.135,1168.535,1415.51,246.975,1116.575,315.52,553.83
6968,0.118,1.287,0.321,12.484,105.837,35.696,6.741,5.135,231.354,2.708,60.623,14.495,6.951,222.145,229.49,184.08,650.145,729.4,193.54,2123.22,3332.43,4068.265,192.4316284,9171.95,4985.85,679.16,1030.815,351.655,1341.12,236.895,361.3
7438,0.119,1.441,0.301,15.161,122.809,31.015,3.052,3.938,262.956,2.221,98.586,13.517,8.738,262.045,323.18,161.22,463.375,593.16,305.125,5211.585,6471.035,6351.745,274.405,10117.05,10014.555,886.27,1403.955,517.685,1819.805,335.165,445.285
5887,0.122,1.368,0.355,11.809,124.099,33.295,2.274,2.417,205.374,1.335,45.34,6.313,12.145,242.515,388.715,197.815,1382.07,672.61,113.645,3544.545,3991.27,4036.745,316.73,8291.095,5202.11,606.095,890.795,284.7,1094.755,207.5,330.965
8314,0.124,1.171,0.292,12.738,124.022,29.67,1.899,1.92,268.833,1.878,55.737,14.438,9.11,230.275,327.78,239.77,945.52,454.05,99.455,4336.335,4872.82,4959.205,192.4316284,7783.19,7976.705,959.455,1296.25,336.795,1537.835,269.26,451.45
8240,0.125,1.586,0.343,14.857,92.769,41.4,4.664,3.221,358.892,3.185,78.837,15.835,17.964,233.94,231.505,482.455,1081.48,780.205,496.595,7003.81,6345.44,5982.28,1187.58,9001.75,9579.095,1033.94,1474.505,440.565,2450.845,384.28,464.45
6100,0.126,1.179,0.309,12.993,150.126,30.463,4.48,2.11,223.217,1.637,54.741,14.963,8.643,395.515,299.095,187.84,504.005,582.04,238.12,1427.195,3582.2,5070.565,119.91,7571.47,8317.74,786.375,1160.68,374.305,1554.855,249.2,462.82
8351,0.128,1.304,0.31,12.24,99.844,29.51,3.127,2.702,310.224,1.793,77.213,13.689,8.281,216.82,246.47,207.27,604.92,727.395,190.795,3983.33,3585.525,4953.425,135.21,12356.04,10266.135,862.27,1354.97,492.7,1766.5,324.655,572.91
8300,0.131,1.352,0.34,14.102,106.581,25.588,4.918,3.199,280.234,1.992,82.909,19.718,8.737,329.12,191.475,174.295,515.7,661.225,166.62,3835.41,4461.98,5540.72,166.22,9288.98,10923.365,796.37,1364.42,568.05,1641.37,398.705,612.575
66,0.132,1.345,0.315,11.972,118.488,27.775,3.617,2.718,249.148,1.887,71.654,6.92,9.067,246.115,79.87,140.86,610.275,654.465,212.345,1670.05,3773.775,3769.41,177.47,9100.9,8995.58,782.23,1078.26,296.03,1943.83,245.375,296.62
8323,0.132,1.321,0.349,12.354,112.947,22.197,3.212,2.073,303.291,2.324,87.542,8.588,11.204,273.81,355.055,231.565,769.54,466.775,101.2,3574.455,3616.44,4647.22,101.6,6816.88,8902.875,928.235,1285.55,357.315,1137.525,214.17,435.475
173,0.133,1.459,0.338,15.066,105.51,31.716,4.447,5.096,365.375,3.01,44.46,6.709,13.103,475.125,427.99,477.985,1520.08,1049.155,305.15,3733.665,3907.735,4854.535,256.045,7945.64,9390.59,992.535,1466.01,473.475,1772,226.145,474.575
223,0.133,1.372,0.316,12.939,120.773,23.378,2.25,2.689,257.004,2.086,47.467,7.596,8.247,110.18,129.07,168.73,620.09,837.09,128.43,5372.9,4163.02,5071.79,149.45,6700.73,9403.83,840.22,1283.27,443.05,1691.8,341.5,634.82
6910,0.137,1.11,0.295,12.667,120.165,44.26,4.07,1.182,310.784,2.823,100.769,6.65,5.97,335.36,347.9,138.82,679.7986801,583.03,213.13,4485.91,4286.21,5356.32,192.4316284,9524.33,9367.27,820.84,1367.66,546.82,1682.96,254.44,512.8
7518,0.138,1.125,0.309,11.407,119.459,33.311,3.515,2.401,260.922,2.7,40.688,12.159,7.138,446.615,238.025,192.45,434.245,448.62,207.85,6085.82,3816.55,5303.68,223.11,7175.335,8732.49,815.315,1206.33,391.015,1356.315,262.2,515.785
6933,0.139,0.97,0.284,11.323,106.76,21.498,3.44,2.772,280.493,1.637,69.498,5.999,8.365,111.11,157.175,185.72,784.23,560.685,143.345,2329.765,2590.635,3978.97,96.75,6263.775,7396.945,515.44,948.665,433.225,1149.465,210.71,388.78
8264,0.14,1.272,0.314,12.296,133.331,33.975,4.42,1.924,336.797,2.616,102.818,7.732,13.733,416.06,197.7,195.135,1187.82,424.755,272.905,4107.26,4045.105,3939.185,51.88,9048.78,7563.685,669.465,1019.34,349.875,1478.26,251.365,461.64
5606,0.14,1.173,0.276,13.092,123.552,31.581,3.9,2.389,301.195,2.641,60.31,12.046,9.705,201.86,354.55,78.08,716.48,308.38,120.52,2420.78,6008.22,6182.13,192.4316284,6296.86,9336.16,697.01,1059.95,362.94,815.91,390.27,445.09
7502,0.141,1.296,0.352,12.238,134.211,25.284,3.334,2.283,214.184,2.527,54.883,9.834,10.8,130.735,207.47,216.97,1032.715,524.135,282.825,2871.915,4621.51,5265.53,192.4316284,8483.77,7950.285,700.695,1021.1,320.405,1227.6,303.15,516.615
5896,0.141,1.321,0.322,14.492,119.96,26.516,4.654,2.687,287.465,1.767,51.701,6.168,10.345,254.9,180.03,229.195,907.23,516.5,199.175,4485.93,5126.22,5267.97,192.4316284,9150.985,8256.88,768.88,1112.495,343.615,1614.51,324.91,470.6
6318,0.142,1.504,0.358,14.574,119.797,24.331,3.076,3.188,314.631,2.251,44.701,10.387,13.587,120.03,235.52,404.01,1414.09,540.54,136.03,2981.66,4187.13,3886.87,210.43,8271.88,9350.06,918.6,1481.5,562.9,1170.47,347.5,603.07
7384,0.144,1.196,0.334,12.6,138.993,37.391,3.658,2.72,258.353,2.27,95.552,11.962,8.589,161.97,157.945,215.26,815.85,1305.5,402.97,2560.825,3990.51,3782.085,47.53,8151.355,5901.865,648.075,850.27,202.195,1415.81,197.815,362.215
5785,0.144,1.345,0.345,12.45,136.988,31.346,3.911,1.557,293.388,2.263,50.174,12.482,8.875,266.695,328.42,186.28,1035.18,321.375,141.825,3784.69,4708,5227.04,192.4316284,8403.08,7545.005,714.05,1164.435,450.385,1349.29,429.365,599.17
6096,0.145,1.578,0.373,15.341,116.708,32.766,4.295,4.257,261.852,3.141,95.38,13.483,14.597,439.95,443.88,248.76,589.82,852.14,339.18,5304.02,5215.3,6970.54,192.4316284,7836.18,10642.95,1020.21,1612.7,592.49,1675.35,399.5,744.93
373,0.145,0.995,0.27,11.495,119,29.388,2.525,3.361,240.889,1.885,56.743,9.914,7.76,237.66,209.41,152.56,679.7986801,819.07,186.76,1999.78,3368.94,4345.46,192.4316284,11858.62,8325.85,752.59,1229.07,476.48,1095.26,283.31,465.1
6119,0.153,1.502,0.317,13.576,138.053,31.722,5.477,3.323,254.649,2.244,93.432,10.021,11.143,508.245,467.255,196.25,717.88,717.59,155.345,7324.65,4527.565,5411.665,192.4316284,8544.4,7992.415,858.9,1168.415,309.515,1479.35,270.53,471.08
6909,0.156,1.317,0.31,13.311,120.756,26.866,3.164,1.397,237.075,2.167,47.949,11.777,7.826,110.06,202.865,178.63,598.54,818.35,104.135,4388.325,4970.05,4153.255,192.4316284,8027.7,9041.82,867.435,1243.685,376.25,1577.815,306.59,514.875
6914,0.158,1.284,0.317,13.949,132.108,34.23,4.161,1.931,267.446,2.021,69.191,11.61,7.633,256.95,293.29,91.735,591.23,1540.3,212.56,3798.39,4247.42,3259.115,132.625,7224.595,8086.04,609.145,1010.72,401.575,1415.28,258.775,432.55
260,0.158,1.351,0.318,14.022,109.642,31.74,7.219,3.166,293.638,2.247,88.082,14.891,13.159,222.735,471.16,253.9,1060.2,1588.71,250.785,4160.815,4825.825,4811.32,192.4316284,9175.325,10171.635,875.715,1274.885,399.17,1439.32,300.415,582.305
5832,0.159,1.741,0.378,15.359,126.734,31.436,3.422,3.011,299.796,2.761,54.608,17.25,11.211,187.66,112.39,179.7,623.655,633.035,249.13,3046.325,5581.805,6491.04,272.6,8147.11,10013.045,983.94,1374.285,390.345,1965.945,372.965,535.655
8430,0.162,1.494,0.323,13.771,132.716,29.565,4.521,4.962,260.739,2.623,69.83,22.932,9.092,191.02,373.01,176.795,692.83,1109.215,155.095,3304.87,6164.535,6783.59,258.41,10428.905,11403.905,1368.895,1302.82,351.6805919,1557.34,363.76,566.37
1925,0.167,1.337,0.348,13.39,105.245,25.456,4.958,2.854,272.714,1.848,98.115,11.307,11.134,271.3,71.31,151.62,834.98,451.42,160.11,3852.31,4119.68,4724.5,192.4316284,7306.45,3835.19,364.91,720.62,355.71,1593.47,275.03,378.71
6194,0.167,1.368,0.326,14.694,109.753,28.066,2.328,2.747,315.885,2.373,49.459,10.14,12.36,104.585,104.755,208.04,664.95,527.295,280.34,5591.55,5018.55,5519.61,206.42,8880.875,8837.035,917.89,1257.555,339.665,1578.96,400.84,607.2
5837,0.168,1.42,0.306,12.627,130.26,24.951,3.184,2.493,221.398,2.238,68.172,9.743,11.025,147.02,192.62,192.995,717.21,460.235,294.645,2507.325,3354.615,3592.96,192.4316284,8613.21,6463.695,783.41,1061.675,278.265,1673.165,367.195,525.635
6020,0.17,1.208,0.294,12.585,117.445,26.852,1.797,1.719,282.048,2.205,51.082,15.014,10.373,159.47,194.23,162.835,700.56,546.48,114.12,2570.64,5401.94,5433.3,362.16,8348.08,9482.73,809.225,1261.525,452.3,1466.01,253.08,438.22
166,0.172,1.379,0.348,12.786,108.773,23.891,3.53,2.242,202.287,1.757,56.72,12.523,10.044,115.53,168.22,177.9,575.845,1195.53,136.01,2094.475,2841.425,3111.32,181.56,6420.73,5114.52,478.65,836.89,358.24,1501.825,214.425,331.77
386,0.172,1.383,0.368,12.067,155.978,26.152,6.078,3.256,253.472,2.061,65.097,11.456,4.939,153.095,260.455,151.285,763.78,433.14,163.265,3449.41,4793.92,4858.475,160.81,9175.02,8537.56,417.995,1172.42,754.425,1278.445,226.68,368.46
7337,0.174,1.266,0.334,13.335,112.268,21.82,4.565,2.067,177.803,1.252,44.643,13.311,7.02,160.57,294.81,133.83,511.045,405.72,77.33,5621.55,2634.19,3472.95,134.6,6636.87,5464.2,489.26,781.64,292.38,1352.74,242.26,424.42
6958,0.176,1.3,0.315,11.295,122.977,25.389,2.016,2.211,281.246,1.864,49.194,8.445,10.643,156.75,196.55,146.95,619.21,736.845,123.575,2376.665,4781.97,4543.835,267,7394.44,8275.505,753.185,1042.275,289.09,906.69,275.17,591.42
7284,0.177,1.393,0.317,13.026,114.749,31.092,4.044,2.449,212.544,1.847,59.043,12.272,8.878,180.72,456.27,194.33,581.005,450.555,193.64,2726.255,4749.89,3255.175,192.4316284,5269.14,5802.64,554.605,885.59,330.985,1498.25,173.82,330.33
8242,0.177,1.346,0.306,12.865,137.592,30.614,2.886,3.244,250.463,1.843,58.059,16.254,9.435,308.305,108.925,163.12,569.475,690.215,137.72,4896.905,4847.41,5553.59,262.49,8619.6,10150.465,877.795,1337.195,459.4,1203.03,360.85,571.98
258,0.177,1.469,0.302,14.159,111.206,24.318,10.702,4.792,206.487,1.955,78.785,15.226,8.171,238.495,313.065,172.41,770.56,404.89,84.9,2800.385,3486.6,4316.53,208.22,7895.94,7004.2,599.545,1051.76,452.215,1623.235,189.195,344.1
6918,0.178,1.373,0.337,11.869,115.997,37.306,7.218,3.423,312.382,2.232,53.786,14.023,10.414,203.795,250.455,204.97,773.96,1118.24,106.62,3157.95,4350.755,5501.715,192.4316284,7737.78,8471.09,753.19,1255.155,501.965,1617.15,291.895,530.55
178,0.18,1.231,0.293,11.064,107.72,21.174,4.641,2.481,260.554,2.081,50.954,11.569,8.471,152.25,228.155,209.22,766.15,568.27,183.685,1524.105,4049.705,4945.665,192.4316284,7327.92,8511.935,716.63,1065.495,348.865,1624.495,330.535,526.93
7320,0.181,1.263,0.375,12.332,95.351,20.401,3.088,2.548,280.521,1.572,30.37,4.427,10.72,241.97,226.12,172.035,847.34,395.505,251.71,2379.885,3320.8,4449.585,191.21,8634.365,8245.805,758.98,1134.71,375.73,1720.115,195.915,471.67
6904,0.181,1.358,0.322,12.216,104.474,25.359,6.834,2.848,290.945,2.756,58.699,23.143,14.295,308.565,307.36,177.755,716.195,641.765,201.905,2211.55,3915.81,4952.03,196.34,8569.92,7405.755,770.015,1070.24,300.225,1596.67,207.035,366.715
7496,0.182,1.209,0.321,12.077,120.277,21.301,3.012,2.127,250.211,2.055,40.8,12.751,7.533,215.485,188.9,167.885,1007.19,561.615,46.97,2118.72,3142.09,3787.57,91.98,6467.59,6638.895,578.175,961.845,383.67,948.37,181.795,372.535
5805,0.182,0.96,0.295,12.596,124.775,27.162,3.19,1.709,249.036,1.795,39.164,9.638,10.444,205.93,165.445,245.5,491.85,256.87,207.675,3047.365,2191.315,3212.35,45.88,7417.67,4367.5,584.75,760.835,176.085,1234.355,233.18,351.965
2187,0.183,1.253,0.314,14.223,123.638,32.781,3.485,2.161,222.462,1.836,63.255,11.484,9.541,232.385,678.53,51.95,576.07,126.005,307.93,2072.96,2881.27,2849.595,192.4316284,6938.57,2939.79,525.96,595.835,69.875,1277.73,187.58,434.255
7181,0.184,1.439,0.334,13.292,130.382,31.068,6.821,2.088,147.627,1.797,61.037,17.456,11.083,276.825,305.055,184.05,623.185,638.78,132.6,2187.51,3607.84,4423.57,192.4316284,8194.46,5120.6,553.63,900.795,347.165,1349.98,212.44,383.645
6046,0.186,1.357,0.312,11.332,111.836,29.839,4.639,4.437,325.846,1.856,64.924,14.528,11.914,418.795,225.115,107.2,797.125,593.32,149.5,5266.955,4938.615,5447.885,192.4316284,10126.42,10418.96,1000.13,1514.17,514.04,2046.265,276.465,479.5
7390,0.19,1.335,0.346,12.736,134.832,31.321,4.496,1.237,246.418,1.71,51.233,16.161,6.919,396.25,185.785,210.475,816.145,499.88,103.22,3356.88,4308.985,4925.82,153.36,8354.65,9157.71,702.405,1069.29,366.885,1561.405,223.19,463.115
8231,0.19,1.403,0.349,13.015,108.682,35.855,3.164,1.648,225.708,2.321,63.332,19.129,8.864,438.11,110.01,194.52,772.36,456.11,261.78,5897.28,2142.2,3607.62,41.22,8097.12,5797.93,379.77,812.57,432.8,1255.76,359.41,469.06
149,0.19,1.411,0.336,12.288,121.54,29.215,2.789,2.773,283.896,2.204,46.403,10.645,13.136,500.305,346.35,225.79,701.385,753.115,377.775,4659.68,5407.65,5368.44,192.4316284,9116.36,10526.915,913.765,1409.95,496.185,1649.31,243.925,539.905
2,0.191,1.184,0.318,12.867,119.464,23.451,3.9,2.695,272.884,1.892,63.723,10.784,8.607,110.95,123.72,197.915,773.52,442.44,170,4829.195,3208.905,5316.155,273.05,7146.1,8317.74,813.96,947.955,133.995,1741.695,283.285,531.635
6911,0.192,0.957,0.277,12.061,116.331,25.906,2.461,1.841,212.06,1.275,60.713,8.57,5.536,238.515,228.535,165.42,1095.385,425.77,116.835,2695.97,2755.92,3879.74,192.4316284,6798.67,4026.445,379.62,670.55,290.93,1243.295,156.51,255.725
7330,0.194,1.313,0.342,13.165,108.762,32.753,3.766,3.393,282.793,2.198,46.801,6.994,12.996,265.97,192.65,308.9,1169.97,1524.265,306.63,2921.29,4297.41,4883.64,312.25,7279.535,9125.2,711.515,1296.13,584.615,1506.75,263.43,473.715
8235,0.194,1.271,0.355,11.569,106.251,23.685,3.408,2.631,272.027,1.798,45.118,16.85,7.751,242.915,270.53,150.38,466.04,530.875,113.82,3175.42,5017.595,6112.5,152.53,9236.585,9378.075,620.82,1231.645,610.825,1761.115,302.855,562.71
6970,0.195,1.211,0.328,11.417,135.353,24.37,2.652,1.664,291.794,2.091,61.439,6.353,10.926,182.4,283.425,167.875,882.64,615.86,278.035,2500.115,4307.55,5637.985,192.4316284,6338.96,7295.78,660.24,942.295,282.055,1288,318.41,556.97
6448,0.195,1.284,0.331,13.083,113.105,26.503,3.639,3.011,240.02,1.985,44.284,8.569,11.774,440.54,967.24,234.11,815.745,678.825,164.77,4867.06,4171.655,3860.275,196.48,7260.51,6993.73,863.185,1132.145,268.96,911.01,325.745,569.415
8215,0.199,1.294,0.314,12.266,118.214,26.445,2.968,3.589,315.876,3.115,66.82,7.274,16.801,244.46,292.41,182.71,570.685,746.195,86.63,1950.5,6220.14,5624.095,255.385,6942.87,8467.305,803.02,1231.545,428.525,1860.675,269.57,500.515
6919,0.199,1.47,0.318,12.099,119.634,29.498,3.292,1.506,246.995,1.757,48.937,14.324,9.238,153.535,159.37,255.09,1003.17,826.535,62.66,4477.18,5597.505,4939.245,165.64,9189.775,9053.985,903.345,1310.325,406.98,2205.43,340.925,554.935
8365,0.199,1.39,0.343,11.961,108.806,29.896,3.372,2.235,273.895,2.177,52.11,9.427,10.839,244.63,131.645,212.325,918.9,564.96,362.85,3283.6,5032.815,5829.39,236.72,7699.625,9381.095,915.845,1452.845,537,1742.935,278.755,548.12
267,0.199,1.404,0.326,12.697,126.182,31.569,5.193,3.108,191.791,1.161,104.494,17.26,9.733,319.69,206.195,224.965,926.35,623.275,222.645,2705.52,2220.31,2707.035,192.4316284,7965.13,4822.76,647.195,972.03,324.835,1163.74,185.895,356.55
7316,0.202,1.429,0.363,12.747,140.291,22.554,3.742,2.375,244.714,2.664,76.468,15.973,8.474,202.485,189.545,133.28,593.375,711.345,112.305,3870.73,3786.875,4704.56,74.065,6533.87,9019.395,863.82,1262.59,398.77,1441.335,220.86,399.865
5202,0.202,1.284,0.328,10.868,117.919,28.337,2.874,2.196,231.664,1.412,54.303,11.328,8.726,281.31,151.78,218.35,505.42,832.82,27.12,4742.36,4882.08,6203.3,192.4316284,8049.47,8943.5,802.97,1121.32,318.35,1195.5,311.28,395.2
6413,0.202,1.446,0.368,12.221,130.49,33.185,3.708,2.941,180.793,1.287,60.871,15.693,12.239,214.835,210.175,162.445,778.755,509.52,55.82,4448.53,3295.105,3732.55,192.4316284,7135.025,4974.94,556.185,882.885,326.7,923,323.155,215.205
